,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,63.0,16.0,56,270.0,0.0,0.0,2.0,1.0,8.0,0.233333333333,0.0592592592593,0.0,0.0,0.00740740740741,0.0,0.0296296296296,3,False,WBA,12,1
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,112.0,32.0,60,270.0,2.0,0.0,2.0,1.0,0.0,0.414814814815,0.118518518519,0.00740740740741,0.0,0.00740740740741,0.0,0.0,3,False,WBA,12,1
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,56.0,11.0,53,180.0,0.0,0.0,2.0,0.0,0.0,0.311111111111,0.0611111111111,0.0,0.0,0.0111111111111,0.0,0.0,3,False,WBA,12,1
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,16.0,2.0,47,90.0,0.0,0.0,0.0,1.0,0.0,0.177777777778,0.0222222222222,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,73.0,18.0,60,270.0,0.0,1.0,2.0,1.0,0.0,0.27037037037,0.0666666666667,0.0,0.0037037037037,0.00740740740741,0.0,0.0,3,False,WBA,12,0
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,6.0,2.0,52,9.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.222222222222,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,1
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,47.0,11.0,50,270.0,1.0,0.0,0.0,4.0,0.0,0.174074074074,0.0407407407407,0.0037037037037,0.0,0.0,0.0,0.0,3,False,TOT,5,0
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2439,2.0,84.0,14.0,58,270.0,0.0,0.0,2.0,1.0,0.0,0.311111111111,0.0518518518519,0.0,0.0,0.00740740740741,0.0,0.0,3,False,WBA,12,1
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,9.0,1.0,47,7.0,0.0,0.0,0.0,0.0,0.0,1.28571428571,0.142857142857,0.0,0.0,0.0,0.0,0.0,3,False,WBA,12,0
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,109,100.0,100.0,1650,3.6,61.0,15.0,116,257.0,1.0,0.0,2.0,1.0,0.0,0.237354085603,0.0583657587549,0.00389105058366,0.0,0.00778210116732,0.0,0.0,3,False,WBA,12,2
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1282,2.0,0.0,3.0,84,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.047619047619,0.0,0.0,0.015873015873,0.0,0.0,3,False,WBA,12,0
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2348,6.6,105.0,27.0,87,260.0,0.0,5.0,2.0,1.0,0.0,0.403846153846,0.103846153846,0.0,0.0192307692308,0.00769230769231,0.0,0.0,3,False,WBA,12,8
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,74.0,14.0,81,270.0,0.0,1.0,2.0,1.0,0.0,0.274074074074,0.0518518518519,0.0,0.0037037037037,0.00740740740741,0.0,0.0,3,False,WBA,12,0
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2217,3.4,26.0,8.0,81,90.0,1.0,0.0,1.0,0.0,0.0,0.288888888889,0.0888888888889,0.0111111111111,0.0,0.0111111111111,0.0,0.0,3,False,WBA,12,0
