,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,58.0,13.0,56,270.0,0.0,0.0,1.0,2.0,10.0,0.214814814815,0.0481481481481,0.0,0.0,0.0037037037037,0.0,0.037037037037,1,False,NOR,16,2
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,92.0,27.0,60,270.0,2.0,0.0,1.0,2.0,0.0,0.340740740741,0.1,0.00740740740741,0.0,0.0037037037037,0.0,0.0,1,False,NOR,16,1
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,39.0,8.0,53,180.0,0.0,0.0,1.0,1.0,0.0,0.216666666667,0.0444444444444,0.0,0.0,0.00555555555556,0.0,0.0,1,False,NOR,16,2
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,16.0,2.0,47,90.0,0.0,0.0,0.0,1.0,0.0,0.177777777778,0.0222222222222,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,2
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,36.0,8.0,59,180.0,0.0,0.0,1.0,1.0,0.0,0.2,0.0444444444444,0.0,0.0,0.00555555555556,0.0,0.0,1,False,NOR,16,2
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,21.0,9.0,52,26.0,1.0,0.0,0.0,0.0,0.0,0.807692307692,0.346153846154,0.0384615384615,0.0,0.0,0.0,0.0,1,False,NOR,16,0
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,23.0,2.0,52,76.0,0.0,0.0,0.0,1.0,0.0,0.302631578947,0.0263157894737,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,38.0,5.0,50,270.0,0.0,0.0,0.0,4.0,0.0,0.140740740741,0.0185185185185,0.0,0.0,0.0,0.0,0.0,1,True,WBA,13,2
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2439,2.0,61.0,10.0,59,270.0,0.0,0.0,1.0,2.0,0.0,0.225925925926,0.037037037037,0.0,0.0,0.0037037037037,0.0,0.0,1,False,NOR,16,2
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,9.0,1.0,47,7.0,0.0,0.0,0.0,0.0,0.0,1.28571428571,0.142857142857,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,0
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,109,100.0,100.0,1650,3.6,21.0,7.0,116,268.0,0.0,0.0,1.0,2.0,0.0,0.0783582089552,0.0261194029851,0.0,0.0,0.00373134328358,0.0,0.0,1,False,NOR,16,4
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1282,2.0,0.0,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,NOR,16,0
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2348,6.6,99.0,23.0,90,270.0,0.0,4.0,1.0,2.0,0.0,0.366666666667,0.0851851851852,0.0,0.0148148148148,0.0037037037037,0.0,0.0,1,False,NOR,16,10
