,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,STK,7,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,STK,7,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,72.0,17.0,58,270.0,0.0,0.0,2.0,4.0,10.0,0.266666666667,0.062962962963,0.0,0.0,0.00740740740741,0.0,0.037037037037,3,False,STK,7,10
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,59.0,15.0,61,180.0,1.0,0.0,1.0,4.0,0.0,0.327777777778,0.0833333333333,0.00555555555556,0.0,0.00555555555556,0.0,0.0,3,False,STK,7,7
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,65.0,12.0,53,270.0,0.0,0.0,2.0,4.0,0.0,0.240740740741,0.0444444444444,0.0,0.0,0.00740740740741,0.0,0.0,3,False,STK,7,6
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,47.0,14.0,43,90.0,1.0,0.0,1.0,0.0,0.0,0.522222222222,0.155555555556,0.0111111111111,0.0,0.0111111111111,0.0,0.0,3,False,STK,7,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,74.0,13.0,61,270.0,0.0,0.0,2.0,4.0,0.0,0.274074074074,0.0481481481481,0.0,0.0,0.00740740740741,0.0,0.0,3,False,STK,7,6
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,31.0,7.0,52,91.0,0.0,0.0,1.0,0.0,0.0,0.340659340659,0.0769230769231,0.0,0.0,0.010989010989,0.0,0.0,3,False,STK,7,0
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,STK,7,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,18.0,2.0,50,140.0,0.0,0.0,0.0,2.0,0.0,0.128571428571,0.0142857142857,0.0,0.0,0.0,0.0,0.0,3,False,NEW,17,1
