,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,37.0,6.0,57,270.0,0.0,0.0,0.0,4.0,7.0,0.137037037037,0.0222222222222,0.0,0.0,0.0,0.0,0.0259259259259,3,True,MCI,3,3
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,35.0,3.0,60,190.0,0.0,0.0,0.0,3.0,0.0,0.184210526316,0.0157894736842,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,2
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,55.0,5.0,53,270.0,0.0,0.0,0.0,4.0,0.0,0.203703703704,0.0185185185185,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,2
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,20.0,2.0,45,80.0,0.0,0.0,0.0,1.0,0.0,0.25,0.025,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,39.0,4.0,59,270.0,0.0,0.0,0.0,4.0,0.0,0.144444444444,0.0148148148148,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,2
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,13.0,2.0,52,77.0,0.0,0.0,0.0,2.0,0.0,0.168831168831,0.025974025974,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,1
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0.0,0.0,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,29.0,3.0,50,183.0,0.0,0.0,0.0,5.0,0.0,0.158469945355,0.016393442623,0.0,0.0,0.0,0.0,0.0,1,False,SWA,18,0
