,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,72.0,15.0,56,270.0,0.0,0.0,2.0,2.0,11.0,0.266666666667,0.0555555555556,0.0,0.0,0.00740740740741,0.0,0.0407407407407,3,False,SWA,13,7
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,58.0,8.0,59,180.0,0.0,0.0,1.0,2.0,0.0,0.322222222222,0.0444444444444,0.0,0.0,0.00555555555556,0.0,0.0,3,False,SWA,13,15
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,85.0,12.0,53,270.0,0.0,0.0,2.0,2.0,0.0,0.314814814815,0.0444444444444,0.0,0.0,0.00740740740741,0.0,0.0,3,False,SWA,13,6
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,33.0,6.0,49,90.0,0.0,0.0,1.0,0.0,0.0,0.366666666667,0.0666666666667,0.0,0.0,0.0111111111111,0.0,0.0,3,False,SWA,13,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,95.0,21.0,58,270.0,0.0,2.0,2.0,2.0,0.0,0.351851851852,0.0777777777778,0.0,0.00740740740741,0.00740740740741,0.0,0.0,3,False,SWA,13,6
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,5.0,1.0,52,10.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,1
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,0.0,0.0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,64.0,15.0,50,270.0,2.0,0.0,0.0,5.0,0.0,0.237037037037,0.0555555555556,0.00740740740741,0.0,0.0,0.0,0.0,3,False,WAT,9,1
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2439,2.0,112.0,20.0,58,270.0,0.0,2.0,2.0,2.0,0.0,0.414814814815,0.0740740740741,0.0,0.00740740740741,0.00740740740741,0.0,0.0,3,False,SWA,13,6
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,1
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,109,100.0,100.0,1650,3.6,162.0,46.0,115,249.0,6.0,0.0,2.0,2.0,0.0,0.650602409639,0.184738955823,0.0240963855422,0.0,0.00803212851406,0.0,0.0,3,False,SWA,13,3
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1282,2.0,43.0,19.0,86,216.0,1.0,2.0,2.0,1.0,0.0,0.199074074074,0.087962962963,0.00462962962963,0.00925925925926,0.00925925925926,0.0,0.0,3,False,SWA,13,0
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2348,6.6,106.0,30.0,85,244.0,1.0,4.0,2.0,2.0,0.0,0.434426229508,0.122950819672,0.00409836065574,0.016393442623,0.00819672131148,0.0,0.0,3,False,SWA,13,10
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,85.0,12.0,81,270.0,0.0,1.0,2.0,2.0,0.0,0.314814814815,0.0444444444444,0.0,0.0037037037037,0.00740740740741,0.0,0.0,3,False,SWA,13,3
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2217,3.4,47.0,13.0,82,256.0,1.0,0.0,2.0,1.0,0.0,0.18359375,0.05078125,0.00390625,0.0,0.0078125,0.0,0.0,3,False,SWA,13,0
17,18,Jack,Wilshere,Arsenal,1,Midfielder,58,0.0,0.0,0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,False,SWA,13,0
