,id,first_name,second_name,team_name,team_id,type_name,now_cost,chance_of_playing_next_round,chance_of_playing_this_round,minutes,form,bonus_form_t1,fantasy_form_t1,cost_t1,minutes_t1,goals_t1,assists_t1,clean_sheets_t1,goals_conceded_t1,saves_t1,bonus_per_min_t1,pts_per_min_t1,goals_per_min_t1,assists_per_min_t1,clean_sheets_per_min_t1,goals_conceded_per_min_t1,saves_per_min_t1,own_team_form,home,next_team,next_team_pos_t,fantasy_points_t
0,1,Wojciech,Szczesny,Arsenal,1,Goalkeeper,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
1,2,David,Ospina,Arsenal,1,Goalkeeper,47,100.0,100.0,90,1.2,0.0,0.0,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
2,3,Petr,Cech,Arsenal,1,Goalkeeper,60,0.0,0.0,2520,2.8,51.0,11.0,57,270.0,0.0,0.0,1.0,3.0,6.0,0.188888888889,0.0407407407407,0.0,0.0,0.0037037037037,0.0,0.0222222222222,1,True,SUN,18,3
3,4,Laurent,Koscielny,Arsenal,1,Defender,63,0.0,0.0,2035,1.4,78.0,18.0,60,270.0,1.0,0.0,1.0,3.0,0.0,0.288888888889,0.0666666666667,0.0037037037037,0.0,0.0037037037037,0.0,0.0,1,True,SUN,18,1
4,5,Per,Mertesacker,Arsenal,1,Defender,52,100.0,100.0,1817,0.8,55.0,9.0,53,270.0,0.0,0.0,1.0,3.0,0.0,0.203703703704,0.0333333333333,0.0,0.0,0.0037037037037,0.0,0.0,1,True,SUN,18,2
5,6,Gabriel Armando,de Abreu,Arsenal,1,Defender,43,100.0,100.0,1184,2.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
6,7,Héctor,Bellerín,Arsenal,1,Defender,61,100.0,100.0,2430,3.8,32.0,6.0,59,180.0,0.0,0.0,1.0,2.0,0.0,0.177777777778,0.0333333333333,0.0,0.0,0.00555555555556,0.0,0.0,1,True,SUN,18,2
7,8,Kieran,Gibbs,Arsenal,1,Defender,51,100.0,100.0,374,0.4,27.0,9.0,52,86.0,1.0,0.0,0.0,2.0,0.0,0.313953488372,0.104651162791,0.0116279069767,0.0,0.0,0.0,0.0,1,True,SUN,18,1
8,9,Mathieu,Debuchy,Arsenal,1,Defender,51,0.0,0.0,142,0.0,23.0,2.0,52,76.0,0.0,0.0,0.0,1.0,0.0,0.302631578947,0.0263157894737,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
9,10,Carl,Jenkinson,Arsenal,1,Defender,48,0.0,0.0,1228,0.0,40.0,3.0,50,270.0,0.0,0.0,0.0,7.0,0.0,0.148148148148,0.0111111111111,0.0,0.0,0.0,0.0,0.0,1,False,MUN,4,1
10,11,Nacho,Monreal,Arsenal,1,Defender,59,,,2439,2.0,60.0,9.0,59,270.0,0.0,0.0,1.0,3.0,0.0,0.222222222222,0.0333333333333,0.0,0.0,0.0037037037037,0.0,0.0,1,True,SUN,18,2
11,12,Calum,Chambers,Arsenal,1,Defender,46,,,317,0.2,9.0,1.0,47,7.0,0.0,0.0,0.0,0.0,0.0,1.28571428571,0.142857142857,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,4
12,13,Alexis,Sánchez,Arsenal,1,Midfielder,109,100.0,100.0,1650,3.6,30.0,7.0,114,270.0,0.0,0.0,1.0,3.0,0.0,0.111111111111,0.0259259259259,0.0,0.0,0.0037037037037,0.0,0.0,1,True,SUN,18,0
13,14,Theo,Walcott,Arsenal,1,Midfielder,81,100.0,100.0,1282,2.0,0.0,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,1
14,15,Mesut,Özil,Arsenal,1,Midfielder,100,100.0,100.0,2348,6.6,102.0,26.0,92,270.0,0.0,4.0,1.0,3.0,0.0,0.377777777778,0.0962962962963,0.0,0.0148148148148,0.0037037037037,0.0,0.0,1,True,SUN,18,6
15,16,Santiago,Cazorla,Arsenal,1,Midfielder,79,0.0,0.0,1203,0.0,27.0,4.0,80,225.0,0.0,0.0,1.0,3.0,0.0,0.12,0.0177777777778,0.0,0.0,0.00444444444444,0.0,0.0,1,True,SUN,18,0
16,17,Aaron,Ramsey,Arsenal,1,Midfielder,79,100.0,100.0,2217,3.4,0.0,0.0,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,13
17,18,Jack,Wilshere,Arsenal,1,Midfielder,58,0.0,0.0,0,0.0,0.0,0.0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
18,19,Alex,Oxlade-Chamberlain,Arsenal,1,Midfielder,55,0.0,0.0,928,2.0,0.0,0.0,55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,2
19,20,Mikel,Arteta,Arsenal,1,Midfielder,47,100.0,100.0,166,0.0,0.0,0.0,47,49.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
20,21,Tomas,Rosicky,Arsenal,1,Midfielder,49,0.0,0.0,0,0.0,0.0,0.0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
21,22,Serge,Gnabry,Arsenal,1,Midfielder,45,100.0,100.0,13,0.0,0.0,0.0,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,True,TOT,5,0
22,23,Gedion,Zelalem,Arsenal,1,Midfielder,48,0.0,0.0,0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
23,24,Francis,Coquelin,Arsenal,1,Midfielder,42,100.0,100.0,1192,1.0,37.0,6.0,43,193.0,0.0,0.0,1.0,1.0,0.0,0.19170984456,0.0310880829016,0.0,0.0,0.00518134715026,0.0,0.0,1,True,SUN,18,0
24,25,Mathieu,Flamini,Arsenal,1,Midfielder,44,100.0,100.0,1089,0.6,11.0,2.0,44,87.0,0.0,0.0,0.0,0.0,0.0,0.126436781609,0.0229885057471,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,2
25,26,Olivier,Giroud,Arsenal,1,Forward,89,,,1923,2.8,48.0,15.0,89,263.0,2.0,0.0,1.0,3.0,0.0,0.182509505703,0.0570342205323,0.00760456273764,0.0,0.00380228136882,0.0,0.0,1,True,SUN,18,4
26,27,Danny,Welbeck,Arsenal,1,Forward,73,100.0,100.0,201,3.8,0.0,0.0,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
27,28,Chuba,Akpom,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
28,29,Yaya,Sanogo,Arsenal,1,Forward,50,0.0,0.0,0,0.0,0.0,0.0,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,True,SUN,18,0
29,30,Bradley,Guzan,Aston Villa,2,Goalkeeper,41,,,1980,0.6,52.0,9.0,44,270.0,0.0,0.0,1.0,7.0,11.0,0.192592592593,0.0333333333333,0.0,0.0,0.0037037037037,0.0,0.0407407407407,1,False,SOU,12,2
30,31,Shay,Given,Stoke,15,Goalkeeper,43,0.0,0.0,0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,True,MCI,3,0
31,32,Leandro,Bacuna,Aston Villa,2,Defender,47,100.0,100.0,1853,2.6,15.0,2.0,47,109.0,0.0,0.0,0.0,3.0,0.0,0.137614678899,0.0183486238532,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,2
32,33,Kieran,Richardson,Aston Villa,2,Defender,41,100.0,100.0,559,0.0,23.0,0.0,42,180.0,0.0,0.0,0.0,7.0,0.0,0.127777777778,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,1
33,34,Ron,Vlaar,Aston Villa,2,Defender,45,,,0,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
34,35,Philippe,Senderos,Aston Villa,2,Defender,40,100.0,100.0,0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
35,36,Aly,Cissokho,Aston Villa,2,Defender,45,,,900,1.4,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
36,37,Alan,Hutton,Aston Villa,2,Defender,41,100.0,100.0,1706,0.4,51.0,6.0,43,270.0,0.0,0.0,1.0,7.0,0.0,0.188888888889,0.0222222222222,0.0,0.0,0.0037037037037,0.0,0.0,1,False,SOU,12,1
37,38,Ciaran,Clark,Aston Villa,2,Defender,43,100.0,100.0,992,0.2,45.0,7.0,44,270.0,0.0,0.0,1.0,7.0,0.0,0.166666666667,0.0259259259259,0.0,0.0,0.0037037037037,0.0,0.0,1,False,SOU,12,0
38,39,Jores,Okore,Aston Villa,2,Defender,44,100.0,100.0,990,1.2,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,2
39,40,Nathan,Baker,Aston Villa,2,Defender,40,0.0,0.0,0,0.0,0.0,0.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
40,41,Lewis,Kinsella,Aston Villa,2,Defender,38,,,0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
41,42,Micah,Richards,Aston Villa,2,Defender,43,100.0,100.0,1884,1.2,35.0,6.0,45,180.0,0.0,0.0,1.0,4.0,0.0,0.194444444444,0.0333333333333,0.0,0.0,0.00555555555556,0.0,0.0,1,False,SOU,12,0
42,43,Fabian,Delph,Man City,9,Midfielder,54,0.0,0.0,514,0.3,6.0,2.0,54,58.0,0.0,0.0,0.0,1.0,0.0,0.103448275862,0.0344827586207,0.0,0.0,0.0,0.0,0.0,1,False,STK,10,1
43,44,Carles,Gil de Pareja Vicent,Aston Villa,2,Midfielder,46,100.0,100.0,1229,1.8,24.0,5.0,47,146.0,0.0,0.0,1.0,4.0,0.0,0.164383561644,0.0342465753425,0.0,0.0,0.00684931506849,0.0,0.0,1,False,SOU,12,0
44,45,Charles,N'Zogbia,Aston Villa,2,Midfielder,45,,,43,0.0,7.0,2.0,46,43.0,0.0,0.0,0.0,0.0,0.0,0.162790697674,0.046511627907,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
45,46,Joe,Cole,Aston Villa,2,Midfielder,47,0.0,0.0,0,0.0,0.0,0.0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
46,47,Jack,Grealish,Aston Villa,2,Midfielder,52,0.0,0.0,762,0.0,19.0,4.0,53,137.0,0.0,0.0,0.0,6.0,0.0,0.138686131387,0.029197080292,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
47,48,Scott,Sinclair,Aston Villa,2,Midfielder,42,,,1142,0.6,9.0,5.0,46,161.0,0.0,0.0,1.0,3.0,0.0,0.055900621118,0.0310559006211,0.0,0.0,0.00621118012422,0.0,0.0,1,False,SOU,12,2
48,49,Ashley,Westwood,Aston Villa,2,Midfielder,42,100.0,100.0,1907,2.0,18.0,3.0,44,127.0,0.0,0.0,0.0,5.0,0.0,0.141732283465,0.0236220472441,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,1
49,50,Carlos,Sánchez,Aston Villa,2,Midfielder,43,0.0,0.0,1043,0.0,37.0,6.0,43,225.0,0.0,0.0,1.0,4.0,0.0,0.164444444444,0.0266666666667,0.0,0.0,0.00444444444444,0.0,0.0,1,False,SOU,12,2
50,51,Christian,Benteke,Liverpool,8,Forward,80,100.0,100.0,1256,0.5,36.0,15.0,83,131.0,1.0,2.0,0.0,2.0,0.0,0.274809160305,0.114503816794,0.00763358778626,0.0152671755725,0.0,0.0,0.0,3,False,NEW,18,2
51,52,Gabriel,Agbonlahor,Aston Villa,2,Forward,47,100.0,100.0,1014,2.8,2.0,1.0,48,45.0,0.0,0.0,0.0,2.0,0.0,0.0444444444444,0.0222222222222,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,1
52,53,Libor,Kozák,Aston Villa,2,Forward,44,0.0,0.0,258,0.0,0.0,0.0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,SOU,12,0
